idx,fips,county,state,lon,lat,rMapState,rMapCounty
2366,46083,Lincoln County,SD,-96.71220956,43.2753876,south dakota,lincoln
2367,46085,Lyman County,SD,-99.85293333,43.8884361,south dakota,lyman
2368,46087,McCook County,SD,-97.35335747,43.67406883,south dakota,mccook
2369,46089,McPherson County,SD,-99.21723402,45.76333678,south dakota,mcpherson
2370,46091,Marshall County,SD,-97.59568977,45.75791286,south dakota,marshall
2371,46093,Meade County,SD,-102.7051086,44.5615254,south dakota,meade
2372,46095,Mellette County,SD,-100.7624121,43.5736414,south dakota,mellette
2373,46097,Miner County,SD,-97.60128865,44.02504131,south dakota,miner
2374,46099,Minnehaha County,SD,-96.76815125,43.67431101,south dakota,minnehaha
2375,46101,Moody County,SD,-96.64569145,44.02634692,south dakota,moody
2376,46103,Pennington County,SD,-102.8293763,43.99649365,south dakota,pennington
2377,46105,Perkins County,SD,-102.4709945,45.48465907,south dakota,perkins
2378,46107,Potter County,SD,-99.95800534,45.05797367,south dakota,potter
2379,46109,Roberts County,SD,-96.93630231,45.62524252,south dakota,roberts
2380,46111,Sanborn County,SD,-98.08674297,44.02418888,south dakota,sanborn
2381,46113,Shannon County,SD,-102.5555935,43.32993161,south dakota,shannon
2382,46115,Spink County,SD,-98.34326835,44.9331534,south dakota,spink
2383,46117,Stanley County,SD,-100.7380487,44.40560122,south dakota,stanley
2384,46119,Sully County,SD,-100.135899,44.70823411,south dakota,sully
2385,46121,Todd County,SD,-100.7223168,43.1877596,south dakota,todd
2386,46123,Tripp County,SD,-99.88938208,43.34037871,south dakota,tripp
2387,46125,Turner County,SD,-97.13871559,43.3082523,south dakota,turner
2388,46127,Union County,SD,-96.64738605,42.82885401,south dakota,union
2389,46129,Walworth County,SD,-100.0299758,45.42450729,south dakota,walworth
2390,46135,Yankton County,SD,-97.39406949,43.0033307,south dakota,yankton
2391,46137,Ziebach County,SD,-101.6655573,44.97568027,south dakota,ziebach
2392,47001,Anderson County,TN,-84.18804503,36.12118775,tennessee,anderson
2393,47003,Bedford County,TN,-86.45888509,35.52598523,tennessee,bedford
2394,47005,Benton County,TN,-88.07329133,36.07596955,tennessee,benton
2395,47007,Bledsoe County,TN,-85.20598135,35.60085467,tennessee,bledsoe
2396,47009,Blount County,TN,-83.92277885,35.68911775,tennessee,blount
2397,47011,Bradley County,TN,-84.86226567,35.15149504,tennessee,bradley
2398,47013,Campbell County,TN,-84.14501059,36.39453582,tennessee,campbell
2399,47015,Cannon County,TN,-86.05209836,35.81335521,tennessee,cannon
2400,47017,Carroll County,TN,-88.45250243,35.97042181,tennessee,carroll
2401,47019,Carter County,TN,-82.12679003,36.29228663,tennessee,carter
2402,47021,Cheatham County,TN,-87.09287087,36.26220127,tennessee,cheatham
2403,47023,Chester County,TN,-88.61662779,35.4214655,tennessee,chester
2404,47025,Claiborne County,TN,-83.66851862,36.48156691,tennessee,claiborne
2405,47027,Clay County,TN,-85.53527027,36.55124999,tennessee,clay
2406,47029,Cocke County,TN,-83.11530995,35.92462395,tennessee,cocke
2407,47031,Coffee County,TN,-86.0629231,35.49199645,tennessee,coffee
2408,47033,Crockett County,TN,-89.13779106,35.81562857,tennessee,crockett
2409,47035,Cumberland County,TN,-85.01003182,35.94971716,tennessee,cumberland
2410,47037,Davidson County,TN,-86.77878456,36.17525089,tennessee,davidson
2411,47039,Decatur County,TN,-88.11267514,35.61803658,tennessee,decatur
2412,47041,DeKalb County,TN,-85.83988649,35.98907168,tennessee,de kalb
2413,47043,Dickson County,TN,-87.36368839,36.14914808,tennessee,dickson
2414,47045,Dyer County,TN,-89.4125693,36.0536924,tennessee,dyer
2415,47047,Fayette County,TN,-89.4176132,35.20122093,tennessee,fayette
2416,47049,Fentress County,TN,-84.93173842,36.37746558,tennessee,fentress
2417,47051,Franklin County,TN,-86.08283625,35.15232064,tennessee,franklin
2418,47053,Gibson County,TN,-88.93410329,35.99550735,tennessee,gibson
2419,47055,Giles County,TN,-87.02670454,35.21051646,tennessee,giles
2420,47057,Grainger County,TN,-83.49578227,36.27457682,tennessee,grainger
2421,47059,Greene County,TN,-82.84627211,36.17452048,tennessee,greene
2422,47061,Grundy County,TN,-85.71726536,35.38469466,tennessee,grundy
2423,47063,Hamblen County,TN,-83.23646292,36.22363789,tennessee,hamblen
2424,47065,Hamilton County,TN,-85.17021823,35.17822485,tennessee,hamilton
2425,47067,Hancock County,TN,-83.21194362,36.52175303,tennessee,hancock
2426,47069,Hardeman County,TN,-88.99571165,35.20986363,tennessee,hardeman
2427,47071,Hardin County,TN,-88.19247436,35.20482417,tennessee,hardin
2428,47073,Hawkins County,TN,-82.93348076,36.44160421,tennessee,hawkins
2429,47075,Haywood County,TN,-89.2690466,35.58671579,tennessee,haywood
2430,47077,Henderson County,TN,-88.38756478,35.65241249,tennessee,henderson
2431,47079,Henry County,TN,-88.30525771,36.3348041,tennessee,henry
2432,47081,Hickman County,TN,-87.47965756,35.80921494,tennessee,hickman
2433,47083,Houston County,TN,-87.73784201,36.28252898,tennessee,houston
2434,47085,Humphreys County,TN,-87.78117495,36.03148109,tennessee,humphreys
2435,47087,Jackson County,TN,-85.67390245,36.37051466,tennessee,jackson
2436,47089,Jefferson County,TN,-83.4343298,36.05620264,tennessee,jefferson
2437,47091,Johnson County,TN,-81.84376488,36.45815901,tennessee,johnson
2438,47093,Knox County,TN,-83.93798731,35.99294044,tennessee,knox
2439,47095,Lake County,TN,-89.49461619,36.35538643,tennessee,lake
2440,47097,Lauderdale County,TN,-89.62289677,35.75770805,tennessee,lauderdale
2441,47099,Lawrence County,TN,-87.39255626,35.21922675,tennessee,lawrence
2442,47101,Lewis County,TN,-87.48972583,35.53335515,tennessee,lewis
2443,47103,Lincoln County,TN,-86.57612811,35.14381158,tennessee,lincoln
2444,47105,Loudon County,TN,-84.31315767,35.73473048,tennessee,loudon
2445,47107,McMinn County,TN,-84.61408793,35.42637474,tennessee,mcminn
2446,47109,McNairy County,TN,-88.57367013,35.17649025,tennessee,mcnairy
2447,47111,Macon County,TN,-86.00323903,36.5339172,tennessee,macon
2448,47113,Madison County,TN,-88.83340571,35.61291202,tennessee,madison
2449,47115,Marion County,TN,-85.61795333,35.12598209,tennessee,marion
2450,47117,Marshall County,TN,-86.76219348,35.47690411,tennessee,marshall
2451,47119,Maury County,TN,-87.07726788,35.62972397,tennessee,maury
2452,47121,Meigs County,TN,-84.80632735,35.5165329,tennessee,meigs
2453,47123,Monroe County,TN,-84.25191806,35.44607351,tennessee,monroe
2454,47125,Montgomery County,TN,-87.3853334,36.4974526,tennessee,montgomery
2455,47127,Moore County,TN,-86.35670322,35.29209865,tennessee,moore
2456,47129,Morgan County,TN,-84.64943551,36.12645628,tennessee,morgan
2457,47131,Obion County,TN,-89.15644253,36.3511709,tennessee,obion
2458,47133,Overton County,TN,-85.28474422,36.34057863,tennessee,overton
2459,47135,Perry County,TN,-87.8632328,35.64318987,tennessee,perry
2460,47137,Pickett County,TN,-85.07157334,36.56326402,tennessee,pickett
2461,47139,Polk County,TN,-84.52626504,35.11848479,tennessee,polk
2462,47141,Putnam County,TN,-85.50494381,36.14533749,tennessee,putnam
2463,47143,Rhea County,TN,-84.92720955,35.60748189,tennessee,rhea
2464,47145,Roane County,TN,-84.51270263,35.85237704,tennessee,roane
2465,47147,Robertson County,TN,-86.87162584,36.5259526,tennessee,robertson
2466,47149,Rutherford County,TN,-86.40416137,35.84989937,tennessee,rutherford
2467,47151,Scott County,TN,-84.49765174,36.43053088,tennessee,scott
2468,47153,Sequatchie County,TN,-85.41900659,35.38156337,tennessee,sequatchie
2469,47155,Sevier County,TN,-83.52075356,35.78995684,tennessee,sevier
2470,47157,Shelby County,TN,-89.88520077,35.18647594,tennessee,shelby
2471,47159,Smith County,TN,-85.95763746,36.25935291,tennessee,smith
2472,47161,Stewart County,TN,-87.83561416,36.50061502,tennessee,stewart
2473,47163,Sullivan County,TN,-82.30096663,36.51385534,tennessee,sullivan
2474,47165,Sumner County,TN,-86.45280165,36.47094427,tennessee,sumner
2475,47167,Tipton County,TN,-89.73870975,35.49642515,tennessee,tipton
2476,47169,Trousdale County,TN,-86.14822472,36.38819092,tennessee,trousdale
2477,47171,Unicoi County,TN,-82.44137505,36.10445931,tennessee,unicoi
2478,47173,Union County,TN,-83.83103997,36.283596,tennessee,union
2479,47175,Van Buren County,TN,-85.44894697,35.69718489,tennessee,van buren
2480,47177,Warren County,TN,-85.76556546,35.6817534,tennessee,warren
2481,47179,Washington County,TN,-82.49765663,36.29644946,tennessee,washington
2482,47181,Wayne County,TN,-87.79049243,35.2498911,tennessee,wayne
2483,47183,Weakley County,TN,-88.72215061,36.29933103,tennessee,weakley
2484,47185,White County,TN,-85.46050077,35.92645738,tennessee,white
2485,47187,Williamson County,TN,-86.89387444,35.89765856,tennessee,williamson
2486,47189,Wilson County,TN,-86.29292412,36.15648925,tennessee,wilson
2487,48001,Anderson County,TX,-95.65829296,31.82821406,texas,anderson
2488,48003,Andrews County,TX,-102.6415378,32.29676056,texas,andrews
2489,48005,Angelina County,TX,-94.61538616,31.27644751,texas,angelina
2490,48007,Aransas County,TX,-96.95149222,28.23595727,texas,aransas
2491,48009,Archer County,TX,-98.68358884,33.61260768,texas,archer
2492,48011,Armstrong County,TX,-101.3528354,34.96514349,texas,armstrong
2493,48013,Atascosa County,TX,-98.52929813,28.89798459,texas,atascosa
2494,48015,Austin County,TX,-96.28068897,29.89023645,texas,austin
2495,48017,Bailey County,TX,-102.8344513,34.06131084,texas,bailey
2496,48019,Bandera County,TX,-99.24859325,29.73367387,texas,bandera
2497,48021,Bastrop County,TX,-97.31850459,30.09957763,texas,bastrop
2498,48023,Baylor County,TX,-99.21018723,33.60912236,texas,baylor
2499,48025,Bee County,TX,-97.74272191,28.41994204,texas,bee
2500,48027,Bell County,TX,-97.48412794,31.04025414,texas,bell
2501,48029,Bexar County,TX,-98.52547249,29.45110519,texas,bexar
2502,48031,Blanco County,TX,-98.39363182,30.26737758,texas,blanco
2503,48033,Borden County,TX,-101.4422183,32.73869482,texas,borden
2504,48035,Bosque County,TX,-97.6363503,31.90446495,texas,bosque
2505,48037,Bowie County,TX,-94.43264575,33.47239968,texas,bowie
2506,48039,Brazoria County,TX,-95.46680542,29.21466373,texas,brazoria
2507,48041,Brazos County,TX,-96.31082599,30.66255204,texas,brazos
2508,48043,Brewster County,TX,-103.2531772,29.80505347,texas,brewster
2509,48045,Briscoe County,TX,-101.2180539,34.5282466,texas,briscoe
2510,48047,Brooks County,TX,-98.22451572,27.03884859,texas,brooks
2511,48049,Brown County,TX,-98.99953045,31.78078444,texas,brown
2512,48051,Burleson County,TX,-96.62286825,30.49388072,texas,burleson
2513,48053,Burnet County,TX,-98.18455698,30.78452723,texas,burnet
2514,48055,Caldwell County,TX,-97.62428808,29.8413881,texas,caldwell
2515,48057,Calhoun County,TX,-96.69404572,28.52403254,texas,calhoun
2516,48059,Callahan County,TX,-99.37237052,32.29721666,texas,callahan
2517,48061,Cameron County,TX,-97.5465593,26.15157747,texas,cameron
2518,48063,Camp County,TX,-94.98392961,33.00418205,texas,camp
2519,48065,Carson County,TX,-101.3499118,35.39876145,texas,carson
2520,48067,Cass County,TX,-94.34450749,33.10337808,texas,cass
2521,48069,Castro County,TX,-102.2766701,34.52495865,texas,castro
2522,48071,Chambers County,TX,-94.60844381,29.75004726,texas,chambers
2523,48073,Cherokee County,TX,-95.17025573,31.85497886,texas,cherokee
2524,48075,Childress County,TX,-100.2041755,34.53027493,texas,childress
2525,48077,Clay County,TX,-98.20668085,33.7821984,texas,clay
2526,48079,Cochran County,TX,-102.8335485,33.6054264,texas,cochran
2527,48081,Coke County,TX,-100.5303234,31.88479708,texas,coke
2528,48083,Coleman County,TX,-99.46010803,31.7735346,texas,coleman
2529,48085,Collin County,TX,-96.57184247,33.19086599,texas,collin
2530,48087,Collingsworth County,TX,-100.2724062,34.96406165,texas,collingsworth
2531,48089,Colorado County,TX,-96.53639699,29.62139248,texas,colorado
2532,48091,Comal County,TX,-98.27817639,29.81640349,texas,comal
2533,48093,Comanche County,TX,-98.54785805,31.95213361,texas,comanche
2534,48095,Concho County,TX,-99.87990241,31.32956439,texas,concho
2535,48097,Cooke County,TX,-97.20923043,33.63573617,texas,cooke
2536,48099,Coryell County,TX,-97.80555647,31.39274847,texas,coryell
2537,48101,Cottle County,TX,-100.2710493,34.08004434,texas,cottle
2538,48103,Crane County,TX,-102.5197146,31.42720582,texas,crane
2539,48105,Crockett County,TX,-101.4121788,30.70523597,texas,crockett
2540,48107,Crosby County,TX,-101.2854798,33.61073869,texas,crosby
2541,48109,Culberson County,TX,-104.5162415,31.43809905,texas,culberson
2542,48111,Dallam County,TX,-102.6037677,36.26831657,texas,dallam
2543,48113,Dallas County,TX,-96.77946085,32.76742822,texas,dallas
2544,48115,Dawson County,TX,-101.9552184,32.74024417,texas,dawson
2545,48117,Deaf Smith County,TX,-102.6072586,34.95929159,texas,deaf smith
2546,48119,Delta County,TX,-95.67679469,33.41600789,texas,delta
2547,48121,Denton County,TX,-97.11762179,33.20357105,texas,denton
2548,48123,DeWitt County,TX,-97.36059282,29.07485788,texas,de witt
2549,48125,Dickens County,TX,-100.7655503,33.61198229,texas,dickens
2550,48127,Dimmit County,TX,-99.76121433,28.42043916,texas,dimmit
2551,48129,Donley County,TX,-100.811924,34.9647522,texas,donley
2552,48131,Duval County,TX,-98.51492816,27.68130496,texas,duval
2553,48133,Eastland County,TX,-98.82767183,32.32892145,texas,eastland
2554,48135,Ector County,TX,-102.5487974,31.86404799,texas,ector
2555,48137,Edwards County,TX,-100.3140258,29.9590823,texas,edwards
2556,48139,Ellis County,TX,-96.79669477,32.34768329,texas,ellis
2557,48141,El Paso County,TX,-106.235056,31.7581459,texas,el paso
2558,48143,Erath County,TX,-98.20641171,32.24077504,texas,erath
2559,48145,Falls County,TX,-96.93372161,31.25280021,texas,falls
2560,48147,Fannin County,TX,-96.11108075,33.59677613,texas,fannin
2561,48149,Fayette County,TX,-96.91558213,29.88286407,texas,fayette
2562,48151,Fisher County,TX,-100.4010432,32.7389978,texas,fisher
2563,48153,Floyd County,TX,-101.2937356,34.07235857,texas,floyd
2564,48155,Foard County,TX,-99.77088969,33.98391991,texas,foard
2565,48157,Fort Bend County,TX,-95.78337922,29.53592866,texas,fort bend
2566,48159,Franklin County,TX,-95.22350574,33.19650281,texas,franklin
2567,48161,Freestone County,TX,-96.15428096,31.71576227,texas,freestone
2568,48163,Frio County,TX,-99.11310556,28.86561442,texas,frio
2569,48165,Gaines County,TX,-102.6409777,32.73409999,texas,gaines
2570,48167,Galveston County,TX,-95.06652476,29.423406,texas,galveston
2571,48169,Garza County,TX,-101.2806523,33.17031083,texas,garza
2572,48171,Gillespie County,TX,-98.93732734,30.30096526,texas,gillespie
2573,48173,Glasscock County,TX,-101.5151991,31.86362499,texas,glasscock
2574,48175,Goliad County,TX,-97.42760509,28.65732462,texas,goliad
2575,48177,Gonzales County,TX,-97.49800186,29.45523463,texas,gonzales
2576,48179,Gray County,TX,-100.8090591,35.39733315,texas,gray
2577,48181,Grayson County,TX,-96.68307802,33.62637928,texas,grayson
2578,48183,Gregg County,TX,-94.82494906,32.50487894,texas,gregg
2579,48185,Grimes County,TX,-95.99547459,30.54419464,texas,grimes
2580,48187,Guadalupe County,TX,-97.95410342,29.58710816,texas,guadalupe
2581,48189,Hale County,TX,-101.8069047,34.06986076,texas,hale
2582,48191,Hall County,TX,-100.6793582,34.53139173,texas,hall
2583,48193,Hamilton County,TX,-98.12305409,31.70041479,texas,hamilton
2584,48195,Hansford County,TX,-101.3511054,36.26966312,texas,hansford
2585,48197,Hardeman County,TX,-99.73852634,34.29869447,texas,hardeman
2586,48199,Hardin County,TX,-94.39867158,30.3472506,texas,hardin
2587,48201,Harris County,TX,-95.401057,29.87217015,texas,harris
2588,48203,Harrison County,TX,-94.380427,32.57996175,texas,harrison
2589,48205,Hartley County,TX,-102.6043207,35.83135778,texas,hartley
2590,48207,Haskell County,TX,-99.72880387,33.17282261,texas,haskell
2591,48209,Hays County,TX,-98.02950935,30.0534488,texas,hays
2592,48211,Hemphill County,TX,-100.2727874,35.8307182,texas,hemphill
2593,48213,Henderson County,TX,-95.86532004,32.22844912,texas,henderson
2594,48215,Hidalgo County,TX,-98.18634207,26.40313646,texas,hidalgo
2595,48217,Hill County,TX,-97.13002995,31.99400607,texas,hill
2596,48219,Hockley County,TX,-102.3311126,33.61228795,texas,hockley
2597,48221,Hood County,TX,-97.82728063,32.4330841,texas,hood
2598,48223,Hopkins County,TX,-95.56704811,33.17282512,texas,hopkins
2599,48225,Houston County,TX,-95.42809571,31.33303715,texas,houston
2600,48227,Howard County,TX,-101.4423807,32.29962718,texas,howard
2601,48229,Hudspeth County,TX,-105.3838144,31.44372325,texas,hudspeth
2602,48231,Hunt County,TX,-96.08317846,33.13419781,texas,hunt
2603,48233,Hutchinson County,TX,-101.3505058,35.83354288,texas,hutchinson
2604,48235,Irion County,TX,-100.9866456,31.29954775,texas,irion
2605,48237,Jack County,TX,-98.1733506,33.22490475,texas,jack
2606,48239,Jackson County,TX,-96.5757728,28.93003399,texas,jackson
2607,48241,Jasper County,TX,-94.02564815,30.7541731,texas,jasper
2608,48243,Jeff Davis County,TX,-104.1415833,30.70120218,texas,jeff davis
2609,48245,Jefferson County,TX,-94.16776862,29.91069388,texas,jefferson
2610,48247,Jim Hogg County,TX,-98.70593368,27.05277667,texas,jim hogg
2611,48249,Jim Wells County,TX,-98.09604779,27.72683327,texas,jim wells
2612,48251,Johnson County,TX,-97.37030974,32.37795262,texas,johnson
2613,48253,Jones County,TX,-99.88684422,32.74105212,texas,jones
2614,48255,Karnes County,TX,-97.85901701,28.9039913,texas,karnes
2615,48257,Kaufman County,TX,-96.29459565,32.61066965,texas,kaufman
2616,48259,Kendall County,TX,-98.71112124,29.92648715,texas,kendall
2617,48261,Kenedy County,TX,-97.74774243,26.93197368,texas,kenedy
2618,48263,Kent County,TX,-100.7641968,33.16957764,texas,kent
2619,48265,Kerr County,TX,-99.3564152,30.03887905,texas,kerr
2620,48267,Kimble County,TX,-99.74423801,30.45792874,texas,kimble
2621,48269,King County,TX,-100.2482612,33.61099286,texas,king
2622,48271,Kinney County,TX,-100.4252149,29.33892393,texas,kinney
2623,48273,Kleberg County,TX,-97.76652034,27.44342002,texas,kleberg
2624,48275,Knox County,TX,-99.73799416,33.60029986,texas,knox
2625,48277,Lamar County,TX,-95.57447077,33.69232139,texas,lamar
2626,48279,Lamb County,TX,-102.3379713,34.06621966,texas,lamb
2627,48281,Lampasas County,TX,-98.24701438,31.19293169,texas,lampasas
2628,48283,La Salle County,TX,-99.11072071,28.34661174,texas,la salle
2629,48285,Lavaca County,TX,-96.93736368,29.37480884,texas,lavaca
2630,48287,Lee County,TX,-96.97619112,30.31212527,texas,lee
2631,48289,Leon County,TX,-96.01000427,31.3101477,texas,leon
2632,48291,Liberty County,TX,-94.81388715,30.15913431,texas,liberty
2633,48293,Limestone County,TX,-96.57905776,31.54983891,texas,limestone
2634,48295,Lipscomb County,TX,-100.2733421,36.26823044,texas,lipscomb
2635,48297,Live Oak County,TX,-98.12855792,28.3493846,texas,live oak
2636,48299,Llano County,TX,-98.68997391,30.70058622,texas,llano
2637,48301,Loving County,TX,-103.5932474,31.84890748,texas,loving
2638,48303,Lubbock County,TX,-101.8025988,33.6103024,texas,lubbock
2639,48305,Lynn County,TX,-101.8034925,33.17346511,texas,lynn
2640,48307,McCulloch County,TX,-99.36576394,31.20210662,texas,mcculloch
2641,48309,McLennan County,TX,-97.20168595,31.55807329,texas,mclennan
2642,48311,McMullen County,TX,-98.57592471,28.35136696,texas,mcmullen
2643,48313,Madison County,TX,-95.94254678,30.97336409,texas,madison
2644,48315,Marion County,TX,-94.36842465,32.8274726,texas,marion
2645,48317,Martin County,TX,-101.9541519,32.30133067,texas,martin
2646,48319,Mason County,TX,-99.24229061,30.71288723,texas,mason
2647,48321,Matagorda County,TX,-95.99626729,28.87713629,texas,matagorda
2648,48323,Maverick County,TX,-100.3229058,28.73452626,texas,maverick
2649,48325,Medina County,TX,-99.11452796,29.3516675,texas,medina
2650,48327,Menard County,TX,-99.83349739,30.87881561,texas,menard
2651,48329,Midland County,TX,-102.0244442,31.86325176,texas,midland
2652,48331,Milam County,TX,-96.9832886,30.78348317,texas,milam
2653,48333,Mills County,TX,-98.60709815,31.49801211,texas,mills
2654,48335,Mitchell County,TX,-100.9201946,32.29813475,texas,mitchell
2655,48337,Montague County,TX,-97.7241863,33.67489363,texas,montague
2656,48339,Montgomery County,TX,-95.51374149,30.31793805,texas,montgomery
2657,48341,Moore County,TX,-101.8939754,35.83382542,texas,moore
2658,48343,Morris County,TX,-94.73222877,33.13982653,texas,morris
2659,48345,Motley County,TX,-100.771226,34.07498863,texas,motley
2660,48347,Nacogdoches County,TX,-94.62980948,31.64376808,texas,nacogdoches
2661,48349,Navarro County,TX,-96.47510784,32.05027373,texas,navarro
2662,48351,Newton County,TX,-93.75126275,30.80378587,texas,newton
2663,48353,Nolan County,TX,-100.3981607,32.30082218,texas,nolan
2664,48355,Nueces County,TX,-97.67002488,27.7334072,texas,nueces
2665,48357,Ochiltree County,TX,-100.8081298,36.26930684,texas,ochiltree
2666,48359,Oldham County,TX,-102.6052831,35.3944683,texas,oldham
2667,48361,Orange County,TX,-93.89009842,30.1409898,texas,orange
2668,48363,Palo Pinto County,TX,-98.31486114,32.7523132,texas,palo pinto
2669,48365,Panola County,TX,-94.31948442,32.18595013,texas,panola
2670,48367,Parker County,TX,-97.80534618,32.77381088,texas,parker
2671,48369,Parmer County,TX,-102.7853045,34.5195116,texas,parmer
2672,48371,Pecos County,TX,-102.7232553,30.77638666,texas,pecos
2673,48373,Polk County,TX,-94.84003598,30.8109633,texas,polk
2674,48375,Potter County,TX,-101.8925529,35.39876145,texas,potter
2675,48377,Presidio County,TX,-104.2402625,29.98502349,texas,presidio
2676,48379,Rains County,TX,-95.79182696,32.88424081,texas,rains
2677,48381,Randall County,TX,-101.8913521,34.96618682,texas,randall
2678,48383,Reagan County,TX,-101.5171373,31.36028085,texas,reagan
2679,48385,Real County,TX,-99.82866987,29.82029555,texas,real
2680,48387,Red River County,TX,-95.05814221,33.64865476,texas,red river
2681,48389,Reeves County,TX,-103.6904103,31.31640626,texas,reeves
2682,48391,Refugio County,TX,-97.16618999,28.33792138,texas,refugio
2683,48393,Roberts County,TX,-100.8096595,35.83058365,texas,roberts
2684,48395,Robertson County,TX,-96.52034412,31.02457848,texas,robertson
2685,48397,Rockwall County,TX,-96.40981766,32.90385563,texas,rockwall
2686,48399,Runnels County,TX,-99.97996187,31.8230327,texas,runnels
2687,48401,Rusk County,TX,-94.77207193,32.13068258,texas,rusk
2688,48403,Sabine County,TX,-93.86698265,31.35713515,texas,sabine
2689,48405,San Augustine County,TX,-94.18265539,31.42324893,texas,san augustine
2690,48407,San Jacinto County,TX,-95.18375419,30.60214407,texas,san jacinto
2691,48409,San Patricio County,TX,-97.52266361,28.01946806,texas,san patricio
2692,48411,San Saba County,TX,-98.81854018,31.15347506,texas,san saba
2693,48413,Schleicher County,TX,-100.5442188,30.88557287,texas,schleicher
2694,48415,Scurry County,TX,-100.9170741,32.73797009,texas,scurry
2695,48417,Shackelford County,TX,-99.35907623,32.74125972,texas,shackelford
2696,48419,Shelby County,TX,-94.15098563,31.81015867,texas,shelby
2697,48421,Sherman County,TX,-101.8928052,36.27212896,texas,sherman
2698,48423,Smith County,TX,-95.27767534,32.39535776,texas,smith
2699,48425,Somervell County,TX,-97.77052369,32.22979537,texas,somervell
2700,48427,Starr County,TX,-98.74476286,26.569175,texas,starr
2701,48429,Stephens County,TX,-98.8348341,32.74412632,texas,stephens
2702,48431,Sterling County,TX,-101.051559,31.82209657,texas,sterling
2703,48433,Stonewall County,TX,-100.2453367,33.17178815,texas,stonewall
2704,48435,Sutton County,TX,-100.542962,30.47132509,texas,sutton
2705,48437,Swisher County,TX,-101.7640115,34.52770103,texas,swisher
2706,48439,Tarrant County,TX,-97.29132438,32.76668758,texas,tarrant
2707,48441,Taylor County,TX,-99.88659859,32.29763167,texas,taylor
2708,48443,Terrell County,TX,-102.0739723,30.21307831,texas,terrell
2709,48445,Terry County,TX,-102.3292351,33.17582507,texas,terry
2710,48447,Throckmorton County,TX,-99.20946615,33.17426943,texas,throckmorton
2711,48449,Titus County,TX,-94.9695052,33.24536778,texas,titus
2712,48451,Tom Green County,TX,-100.4685946,31.40131571,texas,tom green
2713,48453,Travis County,TX,-97.77699682,30.32867542,texas,travis
2714,48455,Trinity County,TX,-95.14248188,31.10340587,texas,trinity
2715,48457,Tyler County,TX,-94.38683284,30.79082789,texas,tyler
2716,48459,Upshur County,TX,-94.94663869,32.76467958,texas,upshur
2717,48461,Upton County,TX,-102.0342229,31.35996424,texas,upton
2718,48463,Uvalde County,TX,-99.76467239,29.34688744,texas,uvalde
2719,48465,Val Verde County,TX,-101.1506281,29.87507433,texas,val verde
2720,48467,Van Zandt County,TX,-95.84674238,32.58441228,texas,van zandt
2721,48469,Victoria County,TX,-96.97743574,28.79016418,texas,victoria
2722,48471,Walker County,TX,-95.59266856,30.75450149,texas,walker
2723,48473,Waller County,TX,-95.99170314,30.00816345,texas,waller
2724,48475,Ward County,TX,-103.1119526,31.51370425,texas,ward
2725,48477,Washington County,TX,-96.4021888,30.21869973,texas,washington
2726,48479,Webb County,TX,-99.3451614,27.76349543,texas,webb
2727,48481,Wharton County,TX,-96.24216848,29.27867029,texas,wharton
2728,48483,Wheeler County,TX,-100.2719071,35.39736411,texas,wheeler
2729,48485,Wichita County,TX,-98.69953001,33.98941049,texas,wichita
2730,48487,Wilbarger County,TX,-99.23707541,34.080176,texas,wilbarger
2731,48489,Willacy County,TX,-97.69554621,26.48147124,texas,willacy
2732,48491,Williamson County,TX,-97.60538469,30.64929589,texas,williamson
2733,48493,Wilson County,TX,-98.08359605,29.17861779,texas,wilson
2734,48495,Winkler County,TX,-103.0701626,31.84588886,texas,winkler
2735,48497,Wise County,TX,-97.65715415,33.21248205,texas,wise
2736,48499,Wood County,TX,-95.38278553,32.80893886,texas,wood
2737,48501,Yoakum County,TX,-102.8306466,33.16862019,texas,yoakum
2738,48503,Young County,TX,-98.68474744,33.17943788,texas,young
2739,48505,Zapata County,TX,-99.17758738,27.00829176,texas,zapata
2740,48507,Zavala County,TX,-99.76263828,28.85846073,texas,zavala
2741,49001,Beaver County,UT,-113.2341953,38.36776826,utah,beaver
2742,49003,Box Elder County,UT,-113.0938533,41.52526168,utah,box elder
2743,49005,Cache County,UT,-111.7531422,41.72688282,utah,cache
2744,49007,Carbon County,UT,-110.5932894,39.65025504,utah,carbon
2745,49009,Daggett County,UT,-109.5124564,40.88084426,utah,daggett
2746,49011,Davis County,UT,-112.1180282,40.99427245,utah,davis
2747,49013,Duchesne County,UT,-110.4351519,40.30138468,utah,duchesne
2748,49015,Emery County,UT,-110.6997341,38.99554218,utah,emery
2749,49017,Garfield County,UT,-111.4326803,37.85675944,utah,garfield
2750,49019,Grand County,UT,-109.5735434,38.98766925,utah,grand
2751,49021,Iron County,UT,-113.290085,37.86394052,utah,iron
2752,49023,Juab County,UT,-112.7853144,39.70212816,utah,juab
2753,49025,Kane County,UT,-111.8871121,37.28308153,utah,kane
2754,49027,Millard County,UT,-113.0994007,39.07614278,utah,millard
2755,49029,Morgan County,UT,-111.5875658,41.08888238,utah,morgan
2756,49031,Piute County,UT,-112.1225063,38.33988393,utah,piute
2757,49033,Rich County,UT,-111.2532729,41.63314113,utah,rich
2758,49035,Salt Lake County,UT,-111.9271981,40.67741048,utah,salt lake
2759,49037,San Juan County,UT,-109.7969742,37.6254591,utah,san juan
